Make it json ready  so that Cursor can process in a single chat window
OBJECTID	ID_0	ISO	NAME_0	ID_1	NAME_1	ID_2	NAME_2	ID_3	NAME_3	CCN_3	CCA_3	TYPE_3	ENGTYPE_3	NL_NAME_3	VARNAME_3	ORIG_FID	Latitude_N	Longitude_E 
557	105	IND	India	12	Haryana	176	Kurukshetra	557	Thanesar	0	 	Taluk	Taluk	 	 	556	30.06570146	76.91984707
558	105	IND	India	12	Haryana	177	Mahendragarh	558	Mahendragarh	0	 	Taluk	Taluk	 	 	557	28.32148891	76.14876401
559	105	IND	India	12	Haryana	177	Mahendragarh	559	Narnaul	0	 	Taluk	Taluk	 	 	558	28.02745973	76.12324443
560	105	IND	India	12	Haryana	178	Mewat	560	Firozpur Jhirka	0	 	Taluk	Taluk	 	 	559	27.87789774	77.10508347
561	105	IND	India	12	Haryana	178	Mewat	561	Nuh	0	 	Taluk	Taluk	 	 	560	28.15724177	77.00919917
562	105	IND	India	12	Haryana	179	Palwal	562	Palwal	0	 	Taluk	Taluk	 	 	561	28.06511391	77.36050503
563	105	IND	India	12	Haryana	180	Panchkula	563	Kalka	0	 	Taluk	Taluk	 	 	562	30.68566719	76.96245193
564	105	IND	India	12	Haryana	181	Panipat	564	Panipat	0	 	Taluk	Taluk	 	 	563	29.33742152	76.91545499
565	105	IND	India	12	Haryana	182	Rewari	565	Bawal	0	 	Taluk	Taluk	 	 	564	28.07090557	76.564704
566	105	IND	India	12	Haryana	182	Rewari	566	Rewari	0	 	Taluk	Taluk	 	 	565	28.2431263	76.55307048
567	105	IND	India	12	Haryana	183	Rohtak	567	Maham	0	 	Taluk	Taluk	 	 	566	28.98821652	76.36307854
568	105	IND	India	12	Haryana	183	Rohtak	568	Rohtak	0	 	Taluk	Taluk	 	 	567	28.91326614	76.58692169
569	105	IND	India	12	Haryana	184	Sirsa	569	Dabwali	0	 	Taluk	Taluk	 	 	568	29.7913033	74.71768461
570	105	IND	India	12	Haryana	184	Sirsa	570	Sirsa	0	 	Taluk	Taluk	 	 	569	29.49902496	74.91070175
571	105	IND	India	12	Haryana	185	Sonipat	571	Ganaur	0	 	Taluk	Taluk	 	 	570	29.14798807	76.97580959
572	105	IND	India	12	Haryana	185	Sonipat	572	Gohana	0	 	Taluk	Taluk	 	 	571	29.14008731	76.67559114
573	105	IND	India	12	Haryana	185	Sonipat	573	Sonipat	0	 	Taluk	Taluk	 	 	572	28.96969351	76.99517522
574	105	IND	India	12	Haryana	186	Yamunanagar	574	Jagadhri	0	 	Taluk	Taluk	 	 	573	30.25752813	77.33025402
575	105	IND	India	13	Himachal Pradesh	187	Bilaspur	575	Bilaspur	0	 	Taluk	Taluk	 	 	574	31.31861642	76.78007317
576	105	IND	India	13	Himachal Pradesh	187	Bilaspur	576	Ghumarwin	0	 	Taluk	Taluk	 	 	575	31.45029088	76.70309639
577	105	IND	India	13	Himachal Pradesh	188	Chamba	577	Brahmaur	0	 	Taluk	Taluk	 	 	576	32.41921642	76.57786241
578	105	IND	India	13	Himachal Pradesh	188	Chamba	578	Chamba	0	 	Taluk	Taluk	 	 	577	32.53954546	76.20557272
579	105	IND	India	13	Himachal Pradesh	188	Chamba	579	Chaurah	0	 	Taluk	Taluk	 	 	578	32.82534604	76.20635142
580	105	IND	India	13	Himachal Pradesh	188	Chamba	580	Dalhousie	0	 	Taluk	Taluk	 	Bhattiyat	579	32.42248053	76.02341401
581	105	IND	India	13	Himachal Pradesh	188	Chamba	581	Pangi	0	 	Taluk	Taluk	 	 	580	33.01467144	76.51266898
582	105	IND	India	13	Himachal Pradesh	188	Chamba	582	Saluni	0	 	Taluk	Taluk	 	 	581	32.77052392	75.94774213
583	105	IND	India	13	Himachal Pradesh	189	Hamirpur	583	Barsar	0	 	Taluk	Taluk	 	 	582	31.53786209	76.51816075
584	105	IND	India	13	Himachal Pradesh	189	Hamirpur	584	Bhoranj	0	 	Taluk	Taluk	 	 	583	31.65245931	76.64217749
585	105	IND	India	13	Himachal Pradesh	189	Hamirpur	585	Hamirpur	0	 	Taluk	Taluk	 	 	584	31.76903235	76.54355236
586	105	IND	India	13	Himachal Pradesh	189	Hamirpur	586	Nadaun	0	 	Taluk	Taluk	 	 	585	31.70020316	76.40513996
587	105	IND	India	13	Himachal Pradesh	190	Kangra	587	Baijnath	0	 	Taluk	Taluk	 	 	586	32.22621929	76.83650866
588	105	IND	India	13	Himachal Pradesh	190	Kangra	588	Baroh	0	 	Taluk	Taluk	 	 	587	31.99914246	76.29893402
589	105	IND	India	13	Himachal Pradesh	190	Kangra	589	Dera Gopipur	0	 	Taluk	Taluk	 	 	588	31.91875868	76.19041299
590	105	IND	India	13	Himachal Pradesh	190	Kangra	590	Dharmshala	0	 	Taluk	Taluk	 	 	589	32.23712506	76.32530118
591	105	IND	India	13	Himachal Pradesh	190	Kangra	591	Indora	0	 	Taluk	Taluk	 	 	590	32.11072926	75.72224808
592	105	IND	India	13	Himachal Pradesh	190	Kangra	592	Jaisinghpur	0	 	Taluk	Taluk	 	 	591	31.95293566	76.55612183
593	105	IND	India	13	Himachal Pradesh	190	Kangra	593	Jawali	0	 	Taluk	Taluk	 	 	592	32.05887897	75.90740204
594	105	IND	India	13	Himachal Pradesh	190	Kangra	594	Kangra	0	 	Taluk	Taluk	 	 	593	32.10347069	76.23263931
595	105	IND	India	13	Himachal Pradesh	190	Kangra	595	n.a. ( 42)	0	 	Taluk	Taluk	 	 	594	31.90642641	76.00716988
596	105	IND	India	13	Himachal Pradesh	190	Kangra	596	Nurpur	0	 	Taluk	Taluk	 	 	595	32.27340672	75.88342285
597	105	IND	India	13	Himachal Pradesh	190	Kangra	597	Palampur	0	 	Taluk	Taluk	 	 	596	32.08384115	76.49374863
598	105	IND	India	13	Himachal Pradesh	191	Kinnaur	598	Kalpa	0	 	Taluk	Taluk	 	 	597	31.57732773	78.23093258
599	105	IND	India	13	Himachal Pradesh	191	Kinnaur	599	Morang	0	 	Taluk	Taluk	 	 	598	31.58094236	78.48048324
600	105	IND	India	13	Himachal Pradesh	191	Kinnaur	600	n.a. ( 35)	0	 	Taluk	Taluk	 	 	599	31.94839926	78.57844212
601	105	IND	India	13	Himachal Pradesh	191	Kinnaur	601	Nichar	0	 	Taluk	Taluk	 	 	600	31.6078167	77.96616396
602	105	IND	India	13	Himachal Pradesh	191	Kinnaur	602	Puh	0	 	Taluk	Taluk	 	 	601	31.76164247	78.45189285
603	105	IND	India	13	Himachal Pradesh	191	Kinnaur	603	Sangla	0	 	Taluk	Taluk	 	 	602	31.29702443	78.76960945
604	105	IND	India	13	Himachal Pradesh	192	Kullu	604	Ani	0	 	Taluk	Taluk	 	 	603	31.46830292	77.40611423
605	105	IND	India	13	Himachal Pradesh	192	Kullu	605	Banjar	0	 	Taluk	Taluk	 	 	604	31.71911551	77.47261512
606	105	IND	India	13	Himachal Pradesh	192	Kullu	606	Kullu	0	 	Taluk	Taluk	 	 	605	32.04931092	77.33320341
607	105	IND	India	13	Himachal Pradesh	192	Kullu	607	Nermand	0	 	Taluk	Taluk	 	 	606	31.5025769	77.56671656
608	105	IND	India	13	Himachal Pradesh	193	Lahul & Spiti	608	Kyelang	0	 	Taluk	Taluk	 	Lahul	607	32.64976366	77.12898663
609	105	IND	India	13	Himachal Pradesh	193	Lahul & Spiti	609	Spiti	0	 	Taluk	Taluk	 	 	608	32.32825523	78.03751766
610	105	IND	India	13	Himachal Pradesh	194	Mandi	610	Chachyot	0	 	Taluk	Taluk	 	 	609	31.45028453	77.10945511
611	105	IND	India	13	Himachal Pradesh	194	Mandi	611	Jogindarnagar	0	 	Taluk	Taluk	 	 	610	31.92901982	76.84557124
612	105	IND	India	13	Himachal Pradesh	194	Mandi	612	Karsog	0	 	Taluk	Taluk	 	 	611	31.35006208	77.1853045
613	105	IND	India	13	Himachal Pradesh	194	Mandi	613	Mandi	0	 	Taluk	Taluk	 	 	612	31.69383304	76.89364624
614	105	IND	India	13	Himachal Pradesh	194	Mandi	614	Sarkaghat	0	 	Taluk	Taluk	 	 	613	31.71990296	76.72868333
615	105	IND	India	13	Himachal Pradesh	194	Mandi	615	Sundarnagar	0	 	Taluk	Taluk	 	Sundar nagar	614	31.44114817	76.91980693
616	105	IND	India	13	Himachal Pradesh	194	Mandi	616	Thunag	0	 	Taluk	Taluk	 	 	615	31.57285	77.19794649
617	105	IND	India	13	Himachal Pradesh	195	Shimla	617	Chaupal	0	 	Taluk	Taluk	 	 	616	30.9256008	77.60040795
618	105	IND	India	13	Himachal Pradesh	195	Shimla	618	Jubbal	0	 	Taluk	Taluk	 	 	617	31.09094278	77.7512739
619	105	IND	India	13	Himachal Pradesh	195	Shimla	619	Kotkhai	0	 	Taluk	Taluk	 	 	618	31.15273379	77.52804142
620	105	IND	India	13	Himachal Pradesh	195	Shimla	620	Kumharsain	0	 	Taluk	Taluk	 	 	619	31.29605467	77.42312945
621	105	IND	India	13	Himachal Pradesh	195	Shimla	621	n.a. ( 75)	0	 	Taluk	Taluk	 	 	620	31.30987537	78.08280967
622	105	IND	India	13	Himachal Pradesh	195	Shimla	622	n.a. ( 89)	0	 	Taluk	Taluk	 	 	621	31.05345604	77.14319992
623	105	IND	India	13	Himachal Pradesh	195	Shimla	623	Rampur	0	 	Taluk	Taluk	 	 	622	31.46249454	77.71547043
624	105	IND	India	13	Himachal Pradesh	195	Shimla	624	Rohru	0	 	Taluk	Taluk	 	 	623	31.23978835	77.79442499
625	105	IND	India	13	Himachal Pradesh	195	Shimla	625	Shimla	0	 	Taluk	Taluk	 	Shimla urban	624	31.09860304	77.17827513
626	105	IND	India	13	Himachal Pradesh	195	Shimla	626	Suni	0	 	Taluk	Taluk	 	 	625	31.21098764	77.17084503
627	105	IND	India	13	Himachal Pradesh	195	Shimla	627	Theog	0	 	Taluk	Taluk	 	 	626	31.1123277	77.37987958
628	105	IND	India	13	Himachal Pradesh	196	Sirmaur	628	Nahan	0	 	Taluk	Taluk	 	 	627	30.5821421	77.28691836
629	105	IND	India	13	Himachal Pradesh	196	Sirmaur	629	Pachhad	0	 	Taluk	Taluk	 	 	628	30.76489877	77.18224622
630	105	IND	India	13	Himachal Pradesh	196	Sirmaur	630	Paonta	0	 	Taluk	Taluk	 	 	629	30.53188129	77.58562379
631	105	IND	India	13	Himachal Pradesh	196	Sirmaur	631	Rajgarh	0	 	Taluk	Taluk	 	 	630	30.89420362	77.32632061
632	105	IND	India	13	Himachal Pradesh	196	Sirmaur	632	Renuka	0	 	Taluk	Taluk	 	 	631	30.72311588	77.44443298
633	105	IND	India	13	Himachal Pradesh	196	Sirmaur	633	Shilla	0	 	Taluk	Taluk	 	 	632	30.72177956	77.62968525
634	105	IND	India	13	Himachal Pradesh	197	Solan	634	Arki	0	 	Taluk	Taluk	 	 	633	31.20462052	76.92360003
635	105	IND	India	13	Himachal Pradesh	197	Solan	635	Kandaghat	0	 	Taluk	Taluk	 	 	634	30.9998252	77.10143631
636	105	IND	India	13	Himachal Pradesh	197	Solan	636	Kasauli	0	 	Taluk	Taluk	 	 	635	30.92833932	76.93218145
637	105	IND	India	13	Himachal Pradesh	197	Solan	637	Nalagarh	0	 	Taluk	Taluk	 	 	636	31.08545797	76.7361525
638	105	IND	India	13	Himachal Pradesh	197	Solan	638	Solan	0	 	Taluk	Taluk	 	 	637	30.92259861	77.05981127
639	105	IND	India	13	Himachal Pradesh	198	Una	639	Amb	0	 	Taluk	Taluk	 	 	638	31.71188989	76.08160864
640	105	IND	India	13	Himachal Pradesh	198	Una	640	Una	0	 	Taluk	Taluk	 	 	639	31.50254976	76.26653699
641	105	IND	India	14	Jammu and Kashmir	199	Anantnag	641	n.a. ( 6)	0	 	Taluk	Taluk	 	 	640	33.82156781	75.31950878
642	105	IND	India	14	Jammu and Kashmir	200	Badgam	642	n.a. ( 8)	0	 	Taluk	Taluk	 	 	641	33.91328612	74.6258362
643	105	IND	India	14	Jammu and Kashmir	201	Bandipore	643	n.a. ( 4)	0	 	Taluk	Taluk	 	 	642	34.50383335	74.72179031
644	105	IND	India	14	Jammu and Kashmir	202	Baramulla	644	n.a. ( 4)	0	 	Taluk	Taluk	 	 	643	34.18058411	74.33737533
645	105	IND	India	14	Jammu and Kashmir	203	Doda	645	n.a. ( 7)	0	 	Taluk	Taluk	 	 	644	33.16888552	75.52016449
646	105	IND	India	14	Jammu and Kashmir	204	Ganderbal	646	n.a. ( 5a)	0	 	Taluk	Taluk	 	 	645	34.24702834	74.72818623
647	105	IND	India	14	Jammu and Kashmir	204	Ganderbal	647	n.a. ( 5b)	0	 	Taluk	Taluk	 	 	646	34.32157153	74.96346855
648	105	IND	India	14	Jammu and Kashmir	205	Jammu	648	n.a. ( 16)	0	 	Taluk	Taluk	 	 	647	32.76360241	74.73587799
649	105	IND	India	14	Jammu and Kashmir	206	Kargil	649	n.a. ( 3)	0	 	Taluk	Taluk	 	 	648	34.27654518	75.87879753
650	105	IND	India	14	Jammu and Kashmir	207	Kathua	650	n.a. ( 20)	0	 	Taluk	Taluk	 	 	649	32.57299171	75.5565668
651	105	IND	India	14	Jammu and Kashmir	208	Kishtwar	651	n.a. ( 7)	0	 	Taluk	Taluk	 	 	650	33.54612881	75.95035215
652	105	IND	India	14	Jammu and Kashmir	209	Kulgam	652	n.a. ( 10)	0	 	Taluk	Taluk	 	 	651	33.62245893	74.61141212
653	105	IND	India	14	Jammu and Kashmir	209	Kulgam	653	n.a. ( 6)	0	 	Taluk	Taluk	 	 	652	33.5565082	74.84947205
654	105	IND	India	14	Jammu and Kashmir	210	Kupwara	654	n.a. ( 2)	0	 	Taluk	Taluk	 	 	653	34.52670611	74.19264059
655	105	IND	India	14	Jammu and Kashmir	211	Leh (Ladakh)	655	n.a. ( 1)	0	 	Taluk	Taluk	 	 	654	33.88468928	77.94809596
656	105	IND	India	14	Jammu and Kashmir	212	Poonch	656	n.a. ( 9)	0	 	Taluk	Taluk	 	 	655	33.70829881	74.26043461
657	105	IND	India	14	Jammu and Kashmir	213	Pulwama	657	n.a. ( 10)	0	 	Taluk	Taluk	 	 	656	33.96730499	75.04290218
658	105	IND	India	14	Jammu and Kashmir	214	Rajouri	658	n.a. ( 11)	0	 	Taluk	Taluk	 	 	657	33.27989739	74.37928387
659	105	IND	India	14	Jammu and Kashmir	215	Ramban	659	n.a. ( 12)	0	 	Taluk	Taluk	 	 	658	33.33394702	75.17174631
660	105	IND	India	14	Jammu and Kashmir	216	Reasi	660	n.a. ( 12)	0	 	Taluk	Taluk	 	 	659	33.22218514	74.82188063
661	105	IND	India	14	Jammu and Kashmir	217	Samba	661	n.a. ( 16)	0	 	Taluk	Taluk	 	 	660	32.60414247	75.05076572
662	105	IND	India	14	Jammu and Kashmir	218	Shupiyan	662	n.a. ( 10)	0	 	Taluk	Taluk	 	 	661	33.76339735	74.83009559
663	105	IND	India	14	Jammu and Kashmir	219	Srinagar	663	n.a. ( 5c)	0	 	Taluk	Taluk	 	 	662	34.12935326	74.89834859
664	105	IND	India	14	Jammu and Kashmir	220	Udhampur	664	n.a. ( 15)	0	 	Taluk	Taluk	 	 	663	32.90808644	75.27850899
665	105	IND	India	15	Jharkhand	221	Bokaro	665	Bermo	0	 	Taluk	Taluk	 	 	664	23.71974138	85.83827122
666	105	IND	India	15	Jharkhand	221	Bokaro	666	n.a. ( 902)	0	 	Taluk	Taluk	 	 	665	23.65201358	86.19839357
667	105	IND	India	15	Jharkhand	222	Chatra	667	Chatra	0	 	Taluk	Taluk	 	 	666	24.17309811	84.8802161
668	105	IND	India	15	Jharkhand	223	Deoghar	668	Devghar	0	 	Taluk	Taluk	 	 	667	24.32680721	86.73520844
669	105	IND	India	15	Jharkhand	224	Dhanbad	669	Baghmara	0	 	Taluk	Taluk	 	 	668	23.84019129	86.24553025
670	105	IND	India	15	Jharkhand	224	Dhanbad	670	Dhanbad	0	 	Taluk	Taluk	 	 	669	23.82752039	86.53429613
671	105	IND	India	15	Jharkhand	225	Dumka	671	Dumka	0	 	Taluk	Taluk	 	 	670	24.31833929	87.26116485
672	105	IND	India	15	Jharkhand	226	Garhwa	672	Garhwa	0	 	Taluk	Taluk	 	 	671	24.10337949	83.68971716
673	105	IND	India	15	Jharkhand	227	Giridih	673	Giridih	0	 	Taluk	Taluk	 	 	672	24.29685083	86.10391796
674	105	IND	India	15	Jharkhand	228	Godda	674	Godda	0	 	Taluk	Taluk	 	 	673	24.85878308	87.30630656
675	105	IND	India	15	Jharkhand	229	Gumla	675	Gumla	0	 	Taluk	Taluk	 	 	674	23.10072063	84.52778655
676	105	IND	India	15	Jharkhand	230	Hazaribagh	676	Hazaribag	0	 	Taluk	Taluk	 	 	675	24.07753834	85.42092136
677	105	IND	India	15	Jharkhand	231	Jamtara	677	Jamtara	0	 	Taluk	Taluk	 	 	676	23.97528326	86.91165902
678	105	IND	India	15	Jharkhand	232	Khunti	678	Khunti	0	 	Taluk	Taluk	 	 	677	23.00004057	85.26772441
679	105	IND	India	15	Jharkhand	233	Kodarma	679	Kodarma	0	 	Taluk	Taluk	 	 	678	24.46040577	85.67335129
680	105	IND	India	15	Jharkhand	234	Latehar	680	Latehar	0	 	Taluk	Taluk	 	 	679	23.80129846	84.46226501
681	105	IND	India	15	Jharkhand	235	Lohardaga	681	Lohardaga	0	 	Taluk	Taluk	 	 	680	23.47458477	84.66307129
682	105	IND	India	15	Jharkhand	236	Pakur	682	Pakaur	0	 	Taluk	Taluk	 	 	681	24.5619121	87.65833573
683	105	IND	India	15	Jharkhand	237	Palamu	683	Daltenganj	0	 	Taluk	Taluk	 	 	682	24.2002356	84.15857359
684	105	IND	India	15	Jharkhand	238	Pashchimi Singhbhum	684	Chaibasa	0	 	Taluk	Taluk	 	 	683	22.31171654	85.71370157
685	105	IND	India	15	Jharkhand	238	Pashchimi Singhbhum	685	Chakradharpur	0	 	Taluk	Taluk	 	 	684	22.51768495	85.31996433
686	105	IND	India	15	Jharkhand	239	Purbi Singhbhum	686	Jamshedpur	0	 	Taluk	Taluk	 	Dhalbhum	685	22.53147885	86.47521591
687	105	IND	India	15	Jharkhand	240	Ramgarh	687	Hazaribag	0	 	Taluk	Taluk	 	 	686	23.70591338	85.54030228
688	105	IND	India	15	Jharkhand	241	Ranchi	688	Khunti	0	 	Taluk	Taluk	 	 	687	23.10584587	85.71084807
689	105	IND	India	15	Jharkhand	241	Ranchi	689	Ranchi	0	 	Taluk	Taluk	 	 	688	23.3686272	85.3792305
690	105	IND	India	15	Jharkhand	242	Sahibganj	690	Sahibganj	0	 	Taluk	Taluk	 	Rajmahal	689	25.0070313	87.67436273
691	105	IND	India	15	Jharkhand	243	Saraikela-kharsawan	691	Saraikela	0	 	Taluk	Taluk	 	Saraikela kharsawan	690	22.84213058	85.94565083
692	105	IND	India	15	Jharkhand	244	Simdega	692	Simdega	0	 	Taluk	Taluk	 	 	691	22.57773181	84.55962043
693	105	IND	India	16	Karnataka	245	Bagalkot	693	Badami	0	 	Taluk	Taluk	 	 	692	15.98267666	75.63307379
694	105	IND	India	16	Karnataka	245	Bagalkot	694	Bagalkot	0	 	Taluk	Taluk	 	 	693	16.20821143	75.76158223
695	105	IND	India	16	Karnataka	245	Bagalkot	695	Bilgi	0	 	Taluk	Taluk	 	 	694	16.33570779	75.61401367
696	105	IND	India	16	Karnataka	245	Bagalkot	696	Hungund	0	 	Taluk	Taluk	 	 	695	16.05214241	76.07162079
697	105	IND	India	16	Karnataka	245	Bagalkot	697	Jamkhandi	0	 	Taluk	Taluk	 	 	696	16.51926081	75.24618912
698	105	IND	India	16	Karnataka	245	Bagalkot	698	Mudhol	0	 	Taluk	Taluk	 	 	697	16.29493216	75.29297831
699	105	IND	India	16	Karnataka	246	Bangalore Rural	699	Devanhalli	0	 	Taluk	Taluk	 	 	698	13.24894821	77.701014
700	105	IND	India	16	Karnataka	246	Bangalore Rural	700	Dod Ballapur	0	 	Taluk	Taluk	 	 	699	13.32625433	77.46685544
701	105	IND	India	16	Karnataka	246	Bangalore Rural	701	Hoskote	0	 	Taluk	Taluk	 	 	700	13.08350161	77.84283785
702	105	IND	India	16	Karnataka	246	Bangalore Rural	702	Nelamangala	0	 	Taluk	Taluk	 	 	701	13.20211152	77.29859924
703	105	IND	India	16	Karnataka	247	Bangalore	703	Anekal	0	 	Taluk	Taluk	 	 	702	12.74923187	77.67845917
704	105	IND	India	16	Karnataka	247	Bangalore	704	Bangalore	0	 	Taluk	Taluk	 	Bangalore north	703	13.07260441	77.53943569
705	105	IND	India	16	Karnataka	247	Bangalore	705	n.a. ( 2050)	0	 	Taluk	Taluk	 	 	704	12.88088429	77.54947281
706	105	IND	India	16	Karnataka	248	Belgaum	706	Athni	0	 	Taluk	Taluk	 	 	705	16.7354246	75.06500322
707	105	IND	India	16	Karnataka	248	Belgaum	707	Bail Hongal	0	 	Taluk	Taluk	 	Sampgaon	706	15.73845994	74.80411885
708	105	IND	India	16	Karnataka	248	Belgaum	708	Belgaum	0	 	Taluk	Taluk	 	 	707	15.86411253	74.54051615
709	105	IND	India	16	Karnataka	248	Belgaum	709	Chikodi	0	 	Taluk	Taluk	 	 	708	16.45810429	74.53794592
710	105	IND	India	16	Karnataka	248	Belgaum	710	Gokak	0	 	Taluk	Taluk	 	 	709	16.17734708	74.91319992
711	105	IND	India	16	Karnataka	248	Belgaum	711	Hukeri	0	 	Taluk	Taluk	 	 	710	16.18975065	74.57235766
712	105	IND	India	16	Karnataka	248	Belgaum	712	Khanapur	0	 	Taluk	Taluk	 	 	711	15.58299522	74.479984
713	105	IND	India	16	Karnataka	248	Belgaum	713	Ramdurg	0	 	Taluk	Taluk	 	 	712	16.00421509	75.26847421
714	105	IND	India	16	Karnataka	248	Belgaum	714	Raybag	0	 	Taluk	Taluk	 	 	713	16.47508504	74.86297734
715	105	IND	India	16	Karnataka	248	Belgaum	715	Saundatti	0	 	Taluk	Taluk	 	Parasgad	714	15.9091303	74.9351635
716	105	IND	India	16	Karnataka	249	Bellary	716	Bellary	0	 	Taluk	Taluk	 	 	715	15.21747256	76.92036236
717	105	IND	India	16	Karnataka	249	Bellary	717	Hagaribommanahalli	0	 	Taluk	Taluk	 	 	716	15.05982188	76.1981825
718	105	IND	India	16	Karnataka	249	Bellary	718	Hospet	0	 	Taluk	Taluk	 	 	717	15.27933745	76.5308342
719	105	IND	India	16	Karnataka	249	Bellary	719	Huvvinahadagalli	0	 	Taluk	Taluk	 	 	718	14.94616091	75.890778
720	105	IND	India	16	Karnataka	249	Bellary	720	Kudligi	0	 	Taluk	Taluk	 	 	719	14.7716037	76.42784516
721	105	IND	India	16	Karnataka	249	Bellary	721	Sandur	0	 	Taluk	Taluk	 	 	720	15.05067242	76.57945186
722	105	IND	India	16	Karnataka	249	Bellary	722	Siruguppa	0	 	Taluk	Taluk	 	 	721	15.56183722	76.93211395
723	105	IND	India	16	Karnataka	250	Bidar	723	Aurad	0	 	Taluk	Taluk	 	 	722	18.22129859	77.37493548
724	105	IND	India	16	Karnataka	250	Bidar	724	Basavakalyan	0	 	Taluk	Taluk	 	 	723	17.77173779	76.89151382
725	105	IND	India	16	Karnataka	250	Bidar	725	Bhalki	0	 	Taluk	Taluk	 	 	724	18.03619723	77.18959875
726	105	IND	India	16	Karnataka	250	Bidar	726	Bidar	0	 	Taluk	Taluk	 	 	725	17.87517921	77.46480452
727	105	IND	India	16	Karnataka	250	Bidar	727	Homnabad	0	 	Taluk	Taluk	 	 	726	17.74697244	77.22366725
728	105	IND	India	16	Karnataka	251	Bijapur	728	Basavana Bagevadi	0	 	Taluk	Taluk	 	 	727	16.55762696	75.92653701
729	105	IND	India	16	Karnataka	251	Bijapur	729	Bijapur	0	 	Taluk	Taluk	 	 	728	16.78515723	75.65289044
730	105	IND	India	16	Karnataka	251	Bijapur	730	Indi	0	 	Taluk	Taluk	 	 	729	17.1924917	75.88375207
731	105	IND	India	16	Karnataka	251	Bijapur	731	Muddebihal	0	 	Taluk	Taluk	 	 	730	16.36340885	76.17551804
732	105	IND	India	16	Karnataka	251	Bijapur	732	Sindgi	0	 	Taluk	Taluk	 	 	731	16.8814816	76.2431701
733	105	IND	India	16	Karnataka	252	Chamrajnagar	733	Chamrajnagar	0	 	Taluk	Taluk	 	 	732	11.89781173	76.94712037
734	105	IND	India	16	Karnataka	252	Chamrajnagar	734	Gundlupet	0	 	Taluk	Taluk	 	 	733	11.76920259	76.64219228
735	105	IND	India	16	Karnataka	252	Chamrajnagar	735	Kollegal	0	 	Taluk	Taluk	 	 	734	12.05220032	77.37241044
736	105	IND	India	16	Karnataka	252	Chamrajnagar	736	Yelandur	0	 	Taluk	Taluk	 	 	735	12.01534274	77.08582842
737	105	IND	India	16	Karnataka	253	Chikballapura	737	Bagepalli	0	 	Taluk	Taluk	 	 	736	13.76108677	77.91549301
738	105	IND	India	16	Karnataka	253	Chikballapura	738	Chik Ballapur	0	 	Taluk	Taluk	 	 	737	13.48190914	77.72828318
739	105	IND	India	16	Karnataka	253	Chikballapura	739	Chintamani	0	 	Taluk	Taluk	 	 	738	13.46651911	78.06345991
740	105	IND	India	16	Karnataka	253	Chikballapura	740	Gauribidanur	0	 	Taluk	Taluk	 	 	739	13.58469276	77.53131448
741	105	IND	India	16	Karnataka	253	Chikballapura	741	Gudibanda	0	 	Taluk	Taluk	 	 	740	13.67570817	77.74549818
742	105	IND	India	16	Karnataka	253	Chikballapura	742	Sidlaghatta	0	 	Taluk	Taluk	 	 	741	13.44346982	77.89068856
743	105	IND	India	16	Karnataka	254	Chikmagalur	743	Chikmagalur	0	 	Taluk	Taluk	 	 	742	13.35778891	75.71866235
744	105	IND	India	16	Karnataka	254	Chikmagalur	744	Kadur	0	 	Taluk	Taluk	 	 	743	13.53936241	76.07396113
745	105	IND	India	16	Karnataka	254	Chikmagalur	745	Koppa	0	 	Taluk	Taluk	 	 	744	13.450194	75.34076967
746	105	IND	India	16	Karnataka	254	Chikmagalur	746	Mudigere	0	 	Taluk	Taluk	 	 	745	13.1497195	75.48005308
747	105	IND	India	16	Karnataka	254	Chikmagalur	747	Narasimharajapura	0	 	Taluk	Taluk	 	 	746	13.56360941	75.50468822
748	105	IND	India	16	Karnataka	254	Chikmagalur	748	Sringeri	0	 	Taluk	Taluk	 	 	747	13.37683909	75.20635159
749	105	IND	India	16	Karnataka	254	Chikmagalur	749	Tarikere	0	 	Taluk	Taluk	 	 	748	13.69729715	75.85735255
750	105	IND	India	16	Karnataka	255	Chitradurga	750	Challakere	0	 	Taluk	Taluk	 	 	749	14.35573633	76.71863341
751	105	IND	India	16	Karnataka	255	Chitradurga	751	Chitradurga	0	 	Taluk	Taluk	 	 	750	14.26935541	76.34885487
752	105	IND	India	16	Karnataka	255	Chitradurga	752	Hiriyur	0	 	Taluk	Taluk	 	 	751	13.96636328	76.64750281
753	105	IND	India	16	Karnataka	255	Chitradurga	753	Holalkere	0	 	Taluk	Taluk	 	 	752	14.05427459	76.13531685
754	105	IND	India	16	Karnataka	255	Chitradurga	754	Hosdurga	0	 	Taluk	Taluk	 	 	753	13.77974501	76.34223558
755	105	IND	India	16	Karnataka	255	Chitradurga	755	Molakalmuru	0	 	Taluk	Taluk	 	 	754	14.70208491	76.73012543
756	105	IND	India	16	Karnataka	256	Dakshina Kannada	756	Bantval	0	 	Taluk	Taluk	 	 	755	12.83966121	75.0737632
757	105	IND	India	16	Karnataka	256	Dakshina Kannada	757	Beltangadi	0	 	Taluk	Taluk	 	 	756	12.99457265	75.32200476
758	105	IND	India	16	Karnataka	256	Dakshina Kannada	758	Mangalore	0	 	Taluk	Taluk	 	 	757	12.94637373	74.87996549
759	105	IND	India	16	Karnataka	256	Dakshina Kannada	759	Puttur	0	 	Taluk	Taluk	 	 	758	12.72362539	75.27014732
